Systematic Name,Standard Name,disease,Evidence Code,Reference,term_link,gene_link
YMR246W,FAA4,Sjogren-Larsson syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24269233' target='_blank'>PMID:24269233</a>,<a href='https://www.yeastgenome.org/disease/DOID:14501' target='_blank'>Sjogren-Larsson syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR246W/disease' target='_blank'>YMR246W</a>
YMR246W,FAA4,Sjogren-Larsson syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24269233' target='_blank'>PMID:24269233</a>,<a href='https://www.yeastgenome.org/disease/DOID:14501' target='_blank'>Sjogren-Larsson syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR246W/disease' target='_blank'>YMR246W</a>
YMR246W,FAA4,Sjogren-Larsson syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24269233' target='_blank'>PMID:24269233</a>,<a href='https://www.yeastgenome.org/disease/DOID:14501' target='_blank'>Sjogren-Larsson syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR246W/disease' target='_blank'>YMR246W</a>
YMR246W,FAA4,Sjogren-Larsson syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24269233' target='_blank'>PMID:24269233</a>,<a href='https://www.yeastgenome.org/disease/DOID:14501' target='_blank'>Sjogren-Larsson syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR246W/disease' target='_blank'>YMR246W</a>
YMR246W,FAA4,Sjogren-Larsson syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24269233' target='_blank'>PMID:24269233</a>,<a href='https://www.yeastgenome.org/disease/DOID:14501' target='_blank'>Sjogren-Larsson syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR246W/disease' target='_blank'>YMR246W</a>
YMR246W,FAA4,Sjogren-Larsson syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/22633490' target='_blank'>PMID:22633490</a>,<a href='https://www.yeastgenome.org/disease/DOID:14501' target='_blank'>Sjogren-Larsson syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR246W/disease' target='_blank'>YMR246W</a>
YMR246W,FAA4,Sjogren-Larsson syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24269233' target='_blank'>PMID:24269233</a>,<a href='https://www.yeastgenome.org/disease/DOID:14501' target='_blank'>Sjogren-Larsson syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR246W/disease' target='_blank'>YMR246W</a>
YMR246W,FAA4,Sjogren-Larsson syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24269233' target='_blank'>PMID:24269233</a>,<a href='https://www.yeastgenome.org/disease/DOID:14501' target='_blank'>Sjogren-Larsson syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR246W/disease' target='_blank'>YMR246W</a>
YMR259C,TRM732,non-syndromic X-linked intellectual disability,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/25404562' target='_blank'>PMID:25404562</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050776' target='_blank'>non-syndromic X-linked intellectual disability</a>,<a href='https://www.yeastgenome.org/locus/YMR259C/disease' target='_blank'>YMR259C</a>
YMR259C,TRM732,non-syndromic X-linked intellectual disability,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25404562' target='_blank'>PMID:25404562</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050776' target='_blank'>non-syndromic X-linked intellectual disability</a>,<a href='https://www.yeastgenome.org/locus/YMR259C/disease' target='_blank'>YMR259C</a>
YMR260C,TIF11,uveal melanoma,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/29206102' target='_blank'>PMID:29206102</a>,<a href='https://www.yeastgenome.org/disease/DOID:6039' target='_blank'>uveal melanoma</a>,<a href='https://www.yeastgenome.org/locus/YMR260C/disease' target='_blank'>YMR260C</a>
YMR260C,TIF11,uveal melanoma,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/29206102' target='_blank'>PMID:29206102</a>,<a href='https://www.yeastgenome.org/disease/DOID:6039' target='_blank'>uveal melanoma</a>,<a href='https://www.yeastgenome.org/locus/YMR260C/disease' target='_blank'>YMR260C</a>
YMR267W,PPA2,dilated cardiomyopathy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27523597' target='_blank'>PMID:27523597</a>,<a href='https://www.yeastgenome.org/disease/DOID:12930' target='_blank'>dilated cardiomyopathy</a>,<a href='https://www.yeastgenome.org/locus/YMR267W/disease' target='_blank'>YMR267W</a>
YMR267W,PPA2,myocarditis,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/27523598' target='_blank'>PMID:27523598</a>,<a href='https://www.yeastgenome.org/disease/DOID:820' target='_blank'>myocarditis</a>,<a href='https://www.yeastgenome.org/locus/YMR267W/disease' target='_blank'>YMR267W</a>
YMR267W,PPA2,myocarditis,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27523598' target='_blank'>PMID:27523598</a>,<a href='https://www.yeastgenome.org/disease/DOID:820' target='_blank'>myocarditis</a>,<a href='https://www.yeastgenome.org/locus/YMR267W/disease' target='_blank'>YMR267W</a>
YMR288W,HSH155,myelodysplastic syndrome,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/28062854' target='_blank'>PMID:28062854</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050908' target='_blank'>myelodysplastic syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR288W/disease' target='_blank'>YMR288W</a>
YMR288W,HSH155,myelodysplastic syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28062854' target='_blank'>PMID:28062854</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050908' target='_blank'>myelodysplastic syndrome</a>,<a href='https://www.yeastgenome.org/locus/YMR288W/disease' target='_blank'>YMR288W</a>
YMR308C,PSE1,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YMR308C/disease' target='_blank'>YMR308C</a>
YMR308C,PSE1,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YMR308C/disease' target='_blank'>YMR308C</a>
YMR314W,PRE5,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YMR314W/disease' target='_blank'>YMR314W</a>
YMR314W,PRE5,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26354769' target='_blank'>PMID:26354769</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YMR314W/disease' target='_blank'>YMR314W</a>
YNL007C,SIS1,autosomal dominant limb-girdle muscular dystrophy type 1,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/24920671' target='_blank'>PMID:24920671</a>,<a href='https://www.yeastgenome.org/disease/DOID:0110305' target='_blank'>autosomal dominant limb-girdle muscular dystrophy type 1</a>,<a href='https://www.yeastgenome.org/locus/YNL007C/disease' target='_blank'>YNL007C</a>
YNL007C,SIS1,autosomal dominant limb-girdle muscular dystrophy type 1,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24920671' target='_blank'>PMID:24920671</a>,<a href='https://www.yeastgenome.org/disease/DOID:0110305' target='_blank'>autosomal dominant limb-girdle muscular dystrophy type 1</a>,<a href='https://www.yeastgenome.org/locus/YNL007C/disease' target='_blank'>YNL007C</a>
YNL037C,IDH1,early infantile epileptic encephalopathy,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28058510' target='_blank'>PMID:28058510</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050709' target='_blank'>early infantile epileptic encephalopathy</a>,<a href='https://www.yeastgenome.org/locus/YNL037C/disease' target='_blank'>YNL037C</a>
YNL037C,IDH1,early infantile epileptic encephalopathy,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28058510' target='_blank'>PMID:28058510</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050709' target='_blank'>early infantile epileptic encephalopathy</a>,<a href='https://www.yeastgenome.org/locus/YNL037C/disease' target='_blank'>YNL037C</a>
YNL061W,NOP2,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/26196125' target='_blank'>PMID:26196125</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL061W/disease' target='_blank'>YNL061W</a>
YNL061W,NOP2,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/26196125' target='_blank'>PMID:26196125</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL061W/disease' target='_blank'>YNL061W</a>
YNL088W,TOP2,cancer,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/25430478' target='_blank'>PMID:25430478</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL088W/disease' target='_blank'>YNL088W</a>
YNL088W,TOP2,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25430478' target='_blank'>PMID:25430478</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL088W/disease' target='_blank'>YNL088W</a>
YNL088W,TOP2,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25430478' target='_blank'>PMID:25430478</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL088W/disease' target='_blank'>YNL088W</a>
YNL088W,TOP2,acute myeloid leukemia,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/29034209' target='_blank'>PMID:29034209</a>,<a href='https://www.yeastgenome.org/disease/DOID:9119' target='_blank'>acute myeloid leukemia</a>,<a href='https://www.yeastgenome.org/locus/YNL088W/disease' target='_blank'>YNL088W</a>
YNL088W,TOP2,acute myeloid leukemia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/29034209' target='_blank'>PMID:29034209</a>,<a href='https://www.yeastgenome.org/disease/DOID:9119' target='_blank'>acute myeloid leukemia</a>,<a href='https://www.yeastgenome.org/locus/YNL088W/disease' target='_blank'>YNL088W</a>
YNL098C,RAS2,colorectal cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28173629' target='_blank'>PMID:28173629</a>,<a href='https://www.yeastgenome.org/disease/DOID:9256' target='_blank'>colorectal cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL098C/disease' target='_blank'>YNL098C</a>
YNL112W,DBP2,abdominal obesity-metabolic syndrome,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28411202' target='_blank'>PMID:28411202</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060611' target='_blank'>abdominal obesity-metabolic syndrome</a>,<a href='https://www.yeastgenome.org/locus/YNL112W/disease' target='_blank'>YNL112W</a>
YNL112W,DBP2,abdominal obesity-metabolic syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28411202' target='_blank'>PMID:28411202</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060611' target='_blank'>abdominal obesity-metabolic syndrome</a>,<a href='https://www.yeastgenome.org/locus/YNL112W/disease' target='_blank'>YNL112W</a>
YNL112W,DBP2,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28411202' target='_blank'>PMID:28411202</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL112W/disease' target='_blank'>YNL112W</a>
YNL112W,DBP2,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28411202' target='_blank'>PMID:28411202</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL112W/disease' target='_blank'>YNL112W</a>
YNL113W,RPC19,Treacher Collins syndrome,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28973381' target='_blank'>PMID:28973381</a>,<a href='https://www.yeastgenome.org/disease/DOID:2908' target='_blank'>Treacher Collins syndrome</a>,<a href='https://www.yeastgenome.org/locus/YNL113W/disease' target='_blank'>YNL113W</a>
YNL113W,RPC19,Treacher Collins syndrome,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28973381' target='_blank'>PMID:28973381</a>,<a href='https://www.yeastgenome.org/disease/DOID:2908' target='_blank'>Treacher Collins syndrome</a>,<a href='https://www.yeastgenome.org/locus/YNL113W/disease' target='_blank'>YNL113W</a>
YNL138W,SRV2,ovary epithelial cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25652936' target='_blank'>PMID:25652936</a>,<a href='https://www.yeastgenome.org/disease/DOID:2152' target='_blank'>ovary epithelial cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL138W/disease' target='_blank'>YNL138W</a>
YNL142W,MEP2,renal tubular acidosis,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/23967154' target='_blank'>PMID:23967154</a>,<a href='https://www.yeastgenome.org/disease/DOID:14219' target='_blank'>renal tubular acidosis</a>,<a href='https://www.yeastgenome.org/locus/YNL142W/disease' target='_blank'>YNL142W</a>
YNL142W,MEP2,renal tubular acidosis,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/23967154' target='_blank'>PMID:23967154</a>,<a href='https://www.yeastgenome.org/disease/DOID:14219' target='_blank'>renal tubular acidosis</a>,<a href='https://www.yeastgenome.org/locus/YNL142W/disease' target='_blank'>YNL142W</a>
YNL169C,PSD1,Parkinson's disease,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/25201965' target='_blank'>PMID:25201965</a>,<a href='https://www.yeastgenome.org/disease/DOID:14330' target='_blank'>Parkinson's disease</a>,<a href='https://www.yeastgenome.org/locus/YNL169C/disease' target='_blank'>YNL169C</a>
YNL169C,PSD1,Parkinson's disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25201965' target='_blank'>PMID:25201965</a>,<a href='https://www.yeastgenome.org/disease/DOID:14330' target='_blank'>Parkinson's disease</a>,<a href='https://www.yeastgenome.org/locus/YNL169C/disease' target='_blank'>YNL169C</a>
YNL219C,ALG9,congenital disorder of glycosylation type I,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/15148656' target='_blank'>PMID:15148656</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050570' target='_blank'>congenital disorder of glycosylation type I</a>,<a href='https://www.yeastgenome.org/locus/YNL219C/disease' target='_blank'>YNL219C</a>
YNL219C,ALG9,congenital disorder of glycosylation type I,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/15945070' target='_blank'>PMID:15945070</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050570' target='_blank'>congenital disorder of glycosylation type I</a>,<a href='https://www.yeastgenome.org/locus/YNL219C/disease' target='_blank'>YNL219C</a>
YNL219C,ALG9,congenital disorder of glycosylation type I,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/15148656' target='_blank'>PMID:15148656</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050570' target='_blank'>congenital disorder of glycosylation type I</a>,<a href='https://www.yeastgenome.org/locus/YNL219C/disease' target='_blank'>YNL219C</a>
YNL219C,ALG9,congenital disorder of glycosylation type I,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/15945070' target='_blank'>PMID:15945070</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050570' target='_blank'>congenital disorder of glycosylation type I</a>,<a href='https://www.yeastgenome.org/locus/YNL219C/disease' target='_blank'>YNL219C</a>
YNL241C,ZWF1,congenital nonspherocytic hemolytic anemia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/14757426' target='_blank'>PMID:14757426</a>,<a href='https://www.yeastgenome.org/disease/DOID:2861' target='_blank'>congenital nonspherocytic hemolytic anemia</a>,<a href='https://www.yeastgenome.org/locus/YNL241C/disease' target='_blank'>YNL241C</a>
YNL241C,ZWF1,congenital nonspherocytic hemolytic anemia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/14757426' target='_blank'>PMID:14757426</a>,<a href='https://www.yeastgenome.org/disease/DOID:2861' target='_blank'>congenital nonspherocytic hemolytic anemia</a>,<a href='https://www.yeastgenome.org/locus/YNL241C/disease' target='_blank'>YNL241C</a>
YNL255C,GIS2,myotonic dystrophy type 2,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/21232131' target='_blank'>PMID:21232131</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050759' target='_blank'>myotonic dystrophy type 2</a>,<a href='https://www.yeastgenome.org/locus/YNL255C/disease' target='_blank'>YNL255C</a>
YNL255C,GIS2,myotonic dystrophy type 2,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/21232131' target='_blank'>PMID:21232131</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050759' target='_blank'>myotonic dystrophy type 2</a>,<a href='https://www.yeastgenome.org/locus/YNL255C/disease' target='_blank'>YNL255C</a>
YNL262W,POL2,endometrial cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24525744' target='_blank'>PMID:24525744</a>,<a href='https://www.yeastgenome.org/disease/DOID:1380' target='_blank'>endometrial cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL262W/disease' target='_blank'>YNL262W</a>
YNL262W,POL2,colorectal cancer,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/24525744' target='_blank'>PMID:24525744</a>,<a href='https://www.yeastgenome.org/disease/DOID:9256' target='_blank'>colorectal cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL262W/disease' target='_blank'>YNL262W</a>
YNL262W,POL2,colorectal cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/24525744' target='_blank'>PMID:24525744</a>,<a href='https://www.yeastgenome.org/disease/DOID:9256' target='_blank'>colorectal cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL262W/disease' target='_blank'>YNL262W</a>
YNL293W,MSB3,cancer,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/16099424' target='_blank'>PMID:16099424</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL293W/disease' target='_blank'>YNL293W</a>
YNL293W,MSB3,cancer,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/16099424' target='_blank'>PMID:16099424</a>,<a href='https://www.yeastgenome.org/disease/DOID:162' target='_blank'>cancer</a>,<a href='https://www.yeastgenome.org/locus/YNL293W/disease' target='_blank'>YNL293W</a>
YNL293W,MSB3,Ewing sarcoma,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/14521938' target='_blank'>PMID:14521938</a>,<a href='https://www.yeastgenome.org/disease/DOID:3369' target='_blank'>Ewing sarcoma</a>,<a href='https://www.yeastgenome.org/locus/YNL293W/disease' target='_blank'>YNL293W</a>
YNL293W,MSB3,Ewing sarcoma,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/14521938' target='_blank'>PMID:14521938</a>,<a href='https://www.yeastgenome.org/disease/DOID:3369' target='_blank'>Ewing sarcoma</a>,<a href='https://www.yeastgenome.org/locus/YNL293W/disease' target='_blank'>YNL293W</a>
YNL325C,FIG4,Charcot-Marie-Tooth disease type 4J,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/17572665' target='_blank'>PMID:17572665</a>,<a href='https://www.yeastgenome.org/disease/DOID:0110184' target='_blank'>Charcot-Marie-Tooth disease type 4J</a>,<a href='https://www.yeastgenome.org/locus/YNL325C/disease' target='_blank'>YNL325C</a>
YNL325C,FIG4,Charcot-Marie-Tooth disease type 4J,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/17572665' target='_blank'>PMID:17572665</a>,<a href='https://www.yeastgenome.org/disease/DOID:0110184' target='_blank'>Charcot-Marie-Tooth disease type 4J</a>,<a href='https://www.yeastgenome.org/locus/YNL325C/disease' target='_blank'>YNL325C</a>
YNL329C,PEX6,peroxisomal biogenesis disorder,IMP,<a href='https://pubmed.ncbi.nlm.nih.gov/25659908' target='_blank'>PMID:25659908</a>,<a href='https://www.yeastgenome.org/disease/DOID:0080377' target='_blank'>peroxisomal biogenesis disorder</a>,<a href='https://www.yeastgenome.org/locus/YNL329C/disease' target='_blank'>YNL329C</a>
YNL329C,PEX6,peroxisomal biogenesis disorder,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25659908' target='_blank'>PMID:25659908</a>,<a href='https://www.yeastgenome.org/disease/DOID:0080377' target='_blank'>peroxisomal biogenesis disorder</a>,<a href='https://www.yeastgenome.org/locus/YNL329C/disease' target='_blank'>YNL329C</a>
YNR026C,SEC12,cranioectodermal dysplasia,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050577' target='_blank'>cranioectodermal dysplasia</a>,<a href='https://www.yeastgenome.org/locus/YNR026C/disease' target='_blank'>YNR026C</a>
YNR026C,SEC12,cranioectodermal dysplasia,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050577' target='_blank'>cranioectodermal dysplasia</a>,<a href='https://www.yeastgenome.org/locus/YNR026C/disease' target='_blank'>YNR026C</a>
YNR026C,SEC12,autism spectrum disorder,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060041' target='_blank'>autism spectrum disorder</a>,<a href='https://www.yeastgenome.org/locus/YNR026C/disease' target='_blank'>YNR026C</a>
YNR026C,SEC12,autism spectrum disorder,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:0060041' target='_blank'>autism spectrum disorder</a>,<a href='https://www.yeastgenome.org/locus/YNR026C/disease' target='_blank'>YNR026C</a>
YNR026C,SEC12,intellectual disability,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:1059' target='_blank'>intellectual disability</a>,<a href='https://www.yeastgenome.org/locus/YNR026C/disease' target='_blank'>YNR026C</a>
YNR026C,SEC12,intellectual disability,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28542158' target='_blank'>PMID:28542158</a>,<a href='https://www.yeastgenome.org/disease/DOID:1059' target='_blank'>intellectual disability</a>,<a href='https://www.yeastgenome.org/locus/YNR026C/disease' target='_blank'>YNR026C</a>
YNR030W,ALG12,congenital disorder of glycosylation type I,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/12217961' target='_blank'>PMID:12217961</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050570' target='_blank'>congenital disorder of glycosylation type I</a>,<a href='https://www.yeastgenome.org/locus/YNR030W/disease' target='_blank'>YNR030W</a>
YNR030W,ALG12,congenital disorder of glycosylation type I,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/12217961' target='_blank'>PMID:12217961</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050570' target='_blank'>congenital disorder of glycosylation type I</a>,<a href='https://www.yeastgenome.org/locus/YNR030W/disease' target='_blank'>YNR030W</a>
YNR041C,COQ2,coenzyme Q10 deficiency disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/17332895' target='_blank'>PMID:17332895</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050730' target='_blank'>coenzyme Q10 deficiency disease</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,coenzyme Q10 deficiency disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/17374725' target='_blank'>PMID:17374725</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050730' target='_blank'>coenzyme Q10 deficiency disease</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,coenzyme Q10 deficiency disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/25564041' target='_blank'>PMID:25564041</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050730' target='_blank'>coenzyme Q10 deficiency disease</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,coenzyme Q10 deficiency disease,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/27493029' target='_blank'>PMID:27493029</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050730' target='_blank'>coenzyme Q10 deficiency disease</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,coenzyme Q10 deficiency disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/17332895' target='_blank'>PMID:17332895</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050730' target='_blank'>coenzyme Q10 deficiency disease</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,coenzyme Q10 deficiency disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/17374725' target='_blank'>PMID:17374725</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050730' target='_blank'>coenzyme Q10 deficiency disease</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,coenzyme Q10 deficiency disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/25564041' target='_blank'>PMID:25564041</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050730' target='_blank'>coenzyme Q10 deficiency disease</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,coenzyme Q10 deficiency disease,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/27493029' target='_blank'>PMID:27493029</a>,<a href='https://www.yeastgenome.org/disease/DOID:0050730' target='_blank'>coenzyme Q10 deficiency disease</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,primary coenzyme Q10 deficiency 1,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/28044327' target='_blank'>PMID:28044327</a>,<a href='https://www.yeastgenome.org/disease/DOID:0070238' target='_blank'>primary coenzyme Q10 deficiency 1</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,primary coenzyme Q10 deficiency 1,ISS,<a href='https://pubmed.ncbi.nlm.nih.gov/28044327' target='_blank'>PMID:28044327</a>,<a href='https://www.yeastgenome.org/disease/DOID:0070238' target='_blank'>primary coenzyme Q10 deficiency 1</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
YNR041C,COQ2,multiple system atrophy,IGI,<a href='https://pubmed.ncbi.nlm.nih.gov/23758206' target='_blank'>PMID:23758206</a>,<a href='https://www.yeastgenome.org/disease/DOID:4752' target='_blank'>multiple system atrophy</a>,<a href='https://www.yeastgenome.org/locus/YNR041C/disease' target='_blank'>YNR041C</a>
