Systematic Name,Standard Name,pathway,Reference,term_link,gene_link
YPR062W,FCY1,salvage pathways of pyrimidine ribonucleotides,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10501935' target='_blank'>10501935</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055858' target='_blank'>S000055858</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12111094' target='_blank'>12111094</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070131' target='_blank'>S000070131</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=YEAST-RNT-SALV"" target=""_blank"">salvage pathways of pyrimidine ribonucleotides</a>",<a href='https://www.yeastgenome.org/locus/YPR062W' target='_blank'>YPR062W</a>
YHR128W,FUR1,salvage pathways of pyrimidine ribonucleotides,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10501935' target='_blank'>10501935</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055858' target='_blank'>S000055858</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12111094' target='_blank'>12111094</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070131' target='_blank'>S000070131</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=YEAST-RNT-SALV"" target=""_blank"">salvage pathways of pyrimidine ribonucleotides</a>",<a href='https://www.yeastgenome.org/locus/YHR128W' target='_blank'>YHR128W</a>
YNR012W,URK1,salvage pathways of pyrimidine ribonucleotides,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10501935' target='_blank'>10501935</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055858' target='_blank'>S000055858</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12111094' target='_blank'>12111094</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070131' target='_blank'>S000070131</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=YEAST-RNT-SALV"" target=""_blank"">salvage pathways of pyrimidine ribonucleotides</a>",<a href='https://www.yeastgenome.org/locus/YNR012W' target='_blank'>YNR012W</a>
YDR400W,URH1,salvage pathways of pyrimidine ribonucleotides,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/10501935' target='_blank'>10501935</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055858' target='_blank'>S000055858</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12111094' target='_blank'>12111094</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070131' target='_blank'>S000070131</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=YEAST-RNT-SALV"" target=""_blank"">salvage pathways of pyrimidine ribonucleotides</a>",<a href='https://www.yeastgenome.org/locus/YDR400W' target='_blank'>YDR400W</a>
YER081W,SER3,serine biosynthesis from 3-phosphoglycerate,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12525494' target='_blank'>12525494</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072828' target='_blank'>S000072828</a>,"<a href="""" target=""_blank"">serine biosynthesis from 3-phosphoglycerate</a>",<a href='https://www.yeastgenome.org/locus/YER081W' target='_blank'>YER081W</a>
YIL074C,SER33,serine biosynthesis from 3-phosphoglycerate,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12525494' target='_blank'>12525494</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072828' target='_blank'>S000072828</a>,"<a href="""" target=""_blank"">serine biosynthesis from 3-phosphoglycerate</a>",<a href='https://www.yeastgenome.org/locus/YIL074C' target='_blank'>YIL074C</a>
YOR184W,SER1,serine biosynthesis from 3-phosphoglycerate,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12525494' target='_blank'>12525494</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072828' target='_blank'>S000072828</a>,"<a href="""" target=""_blank"">serine biosynthesis from 3-phosphoglycerate</a>",<a href='https://www.yeastgenome.org/locus/YOR184W' target='_blank'>YOR184W</a>
YGR208W,SER2,serine biosynthesis from 3-phosphoglycerate,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12525494' target='_blank'>12525494</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000072828' target='_blank'>S000072828</a>,"<a href="""" target=""_blank"">serine biosynthesis from 3-phosphoglycerate</a>",<a href='https://www.yeastgenome.org/locus/YGR208W' target='_blank'>YGR208W</a>
YBR263W,SHM1,serine biosynthesis from glyoxylate,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/7498764' target='_blank'>7498764</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-230&redirect=T"" target=""_blank"">serine biosynthesis from glyoxylate</a>",<a href='https://www.yeastgenome.org/locus/YBR263W' target='_blank'>YBR263W</a>
YLR058C,SHM2,serine biosynthesis from glyoxylate,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000070200' target='_blank'>S000070200</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/7498764' target='_blank'>7498764</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY3O-230&redirect=T"" target=""_blank"">serine biosynthesis from glyoxylate</a>",<a href='https://www.yeastgenome.org/locus/YLR058C' target='_blank'>YLR058C</a>
YBR213W,MET8,siroheme biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-5194-1"" target=""_blank"">siroheme biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR213W' target='_blank'>YBR213W</a>
YKR069W,MET1,siroheme biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-5194-1"" target=""_blank"">siroheme biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YKR069W' target='_blank'>YKR069W</a>
YBR213W,MET8,siroheme biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=PWY-5194-1"" target=""_blank"">siroheme biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YBR213W' target='_blank'>YBR213W</a>
YOL052C,SPE2,spermidine and methylthioadenosine biosynthesis, ,"<a href="""" target=""_blank"">spermidine and methylthioadenosine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YOL052C' target='_blank'>YOL052C</a>
YPR069C,SPE3,spermidine and methylthioadenosine biosynthesis, ,"<a href="""" target=""_blank"">spermidine and methylthioadenosine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YPR069C' target='_blank'>YPR069C</a>
YOL052C,SPE2,spermine and methylthioadenosine biosynthesis, ,"<a href="""" target=""_blank"">spermine and methylthioadenosine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YOL052C' target='_blank'>YOL052C</a>
YLR146C,SPE4,spermine and methylthioadenosine biosynthesis, ,"<a href="""" target=""_blank"">spermine and methylthioadenosine biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YLR146C' target='_blank'>YLR146C</a>
YMR272C,SCS7,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YMR272C' target='_blank'>YMR272C</a>
YDR072C,IPT1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YDR072C' target='_blank'>YDR072C</a>
YBR265W,TSC10,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YBR265W' target='_blank'>YBR265W</a>
YPL087W,YDC1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YPL087W' target='_blank'>YPL087W</a>
YBR183W,YPC1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YBR183W' target='_blank'>YBR183W</a>
YKL008C,LAC1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YKL008C' target='_blank'>YKL008C</a>
YHL003C,LAG1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YHL003C' target='_blank'>YHL003C</a>
YMR298W,LIP1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YMR298W' target='_blank'>YMR298W</a>
YOR171C,LCB4,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YOR171C' target='_blank'>YOR171C</a>
YLR260W,LCB5,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YLR260W' target='_blank'>YLR260W</a>
YJL134W,LCB3,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YJL134W' target='_blank'>YJL134W</a>
YKR053C,YSR3,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YKR053C' target='_blank'>YKR053C</a>
YDR297W,SUR2,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YDR297W' target='_blank'>YDR297W</a>
YKL004W,AUR1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YKL004W' target='_blank'>YKL004W</a>
YBR036C,CSG2,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YBR036C' target='_blank'>YBR036C</a>
YPL057C,SUR1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YPL057C' target='_blank'>YPL057C</a>
YOR171C,LCB4,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YOR171C' target='_blank'>YOR171C</a>
YLR260W,LCB5,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YLR260W' target='_blank'>YLR260W</a>
YJL134W,LCB3,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YJL134W' target='_blank'>YJL134W</a>
YKR053C,YSR3,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YKR053C' target='_blank'>YKR053C</a>
YMR296C,LCB1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YMR296C' target='_blank'>YMR296C</a>
YDR062W,LCB2,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YDR062W' target='_blank'>YDR062W</a>
YDR294C,DPL1,sphingolipid metabolism,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12034738' target='_blank'>12034738</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000071185' target='_blank'>S000071185</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/12069845' target='_blank'>12069845</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000073518' target='_blank'>S000073518</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/11113186' target='_blank'>11113186</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/15692566' target='_blank'>15692566</a>,"<a href="""" target=""_blank"">sphingolipid metabolism</a>",<a href='https://www.yeastgenome.org/locus/YDR294C' target='_blank'>YDR294C</a>
YKL182W,FAS1,stearate biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=Stearate-Biosynthesis"" target=""_blank"">stearate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YKL182W' target='_blank'>YKL182W</a>
YKL182W,FAS1,stearate biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=Stearate-Biosynthesis"" target=""_blank"">stearate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YKL182W' target='_blank'>YKL182W</a>
YPL231W,FAS2,stearate biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=Stearate-Biosynthesis"" target=""_blank"">stearate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YPL231W' target='_blank'>YPL231W</a>
YKL182W,FAS1,stearate biosynthesis, ,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=Stearate-Biosynthesis"" target=""_blank"">stearate biosynthesis</a>",<a href='https://www.yeastgenome.org/locus/YKL182W' target='_blank'>YKL182W</a>
YIL162W,SUC2,sucrose degradation,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9467897' target='_blank'>9467897</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000041426' target='_blank'>S000041426</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=PATHWAY&object=SUCUTIL-PWY-2"" target=""_blank"">sucrose degradation</a>",<a href='https://www.yeastgenome.org/locus/YIL162W' target='_blank'>YIL162W</a>
YKL001C,MET14,sulfate assimilation pathway,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9409150' target='_blank'>9409150</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055397' target='_blank'>S000055397</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY-781&redirect=T"" target=""_blank"">sulfate assimilation pathway</a>",<a href='https://www.yeastgenome.org/locus/YKL001C' target='_blank'>YKL001C</a>
YPR167C,MET16,sulfate assimilation pathway,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9409150' target='_blank'>9409150</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055397' target='_blank'>S000055397</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY-781&redirect=T"" target=""_blank"">sulfate assimilation pathway</a>",<a href='https://www.yeastgenome.org/locus/YPR167C' target='_blank'>YPR167C</a>
YJR010W,MET3,sulfate assimilation pathway,PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/9409150' target='_blank'>9409150</a>PMID:<a href='https://pubmed.ncbi.nlm.nih.gov/S000055397' target='_blank'>S000055397</a>,"<a href=""https://pathway.yeastgenome.org/YEAST/NEW-IMAGE?type=NIL&object=PWY-781&redirect=T"" target=""_blank"">sulfate assimilation pathway</a>",<a href='https://www.yeastgenome.org/locus/YJR010W' target='_blank'>YJR010W</a>
